Id,Codigo,Nome,Uf
155,1100205061,Aponiã - Porto Velho,RO
156,1100205062,Conceição - Porto Velho,RO
157,1100288002,Centenário - Rolim de Moura,RO
158,1100288003,Jardim Tropical - Rolim de Moura,RO
159,1100288004,São Cristóvão - Rolim de Moura,RO
160,1100288005,Beira Rio - Rolim de Moura,RO
161,1100288006,Olímpico - Rolim de Moura,RO
162,1100288007,Boa Esperança - Rolim de Moura,RO
163,1100288008,Cidade Alta - Rolim de Moura,RO
164,1100288009,Bairro Industrial - Rolim de Moura,RO
165,1100288010,Planalto - Rolim de Moura,RO
166,1100288011,Nova Morada - Rolim de Moura,RO
167,1100288012,Centro - Rolim de Moura,RO
168,1100288013,Mutirão - Rolim de Moura,RO
169,1100304001,Jardim Eldorado - Vilhena,RO
170,1100304002,Parque São Paulo - Vilhena,RO
171,1100304003,Jardim América - Vilhena,RO
172,1100304004,Alto Alegre - Vilhena,RO
173,1100304005,Marcos Freire - Vilhena,RO
174,1100304006,Tancredo Neves - Vilhena,RO
175,1100304007,Nova Esperança - Vilhena,RO
176,1100320001,Centro - São Miguel do Guaporé,RO
177,1100320002,Novo Oriente - São Miguel do Guaporé,RO
178,1100320003,Cristo Rei - São Miguel do Guaporé,RO
179,1100320004,Planalto - São Miguel do Guaporé,RO
180,1100338001,Centro - Nova Mamoré,RO
181,1100338002,São José - Nova Mamoré,RO
182,1100338003,Santa Luzia - Nova Mamoré,RO
183,1100338004,Planalto - Nova Mamoré,RO
184,1100338005,Nossa Senhora de Fátima - Nova Mamoré,RO
185,1100338006,Cidade Nova - Nova Mamoré,RO
186,1100338007,João Clímaco - Nova Mamoré,RO
187,1101500001,Centro - Seringueiras,RO
188,1101500002,Cristo Rei - Seringueiras,RO
189,1101500003,São José - Seringueiras,RO
190,1101500004,Jardim das Américas - Seringueiras,RO
191,1101500005,Bela Vista - Seringueiras,RO
192,1101708001,Novo Horizonte - Urupá,RO
193,1101708002,Santíssima Trindade - Urupá,RO
194,1101708003,Alto Alegre - Urupá,RO
195,1101708004,Centro - Urupá,RO
196,1101708005,Sumaúma - Urupá,RO
197,1300060001,Centro - Amaturá,AM
198,1300060002,São Francisco - Amaturá,AM
199,1300060003,Santa Etelvina - Amaturá,AM
200,1300409001,Centro - Barcelos,AM
201,1300409002,São Sebastião - Barcelos,AM
202,1300409003,São Francisco - Barcelos,AM
203,1300409004,Nossa Senhora de Nazaré - Barcelos,AM
204,1300409005,Nossa Senhora Aparecida - Barcelos,AM
205,1300409006,Marivá - Barcelos,AM
206,1300409007,Morara - Barcelos,AM
207,1300409008,Santo Antônio - Barcelos,AM
208,1300508001,Centro - Barreirinha,AM
209,1300508002,São Judas Tadeu - Barreirinha,AM
210,1300508003,São Benedito - Barreirinha,AM
211,1300508004,Urbano Novo - Barreirinha,AM
212,1300508005,Beira Rio - Barreirinha,AM
213,1300607001,Centro - Benjamin Constant,AM
214,1300607002,Coimbra - Benjamin Constant,AM
215,1300607003,Colônia - Benjamin Constant,AM
216,1300607004,Cohabam - Benjamin Constant,AM
217,1300607005,Javarizinho - Benjamin Constant,AM
218,1300607006,Umarizal - Benjamin Constant,AM
219,1300607007,Bom Jardim - Benjamin Constant,AM
220,1300607008,Cidade Nova - Benjamin Constant,AM
221,1300607009,Castanhal - Benjamin Constant,AM
222,1300706001,Praia do Gado - Boca do Acre,AM
223,1300706002,Platô do Piquiá - Boca do Acre,AM
224,1300706003,Fortaleza - Boca do Acre,AM
225,1300706004,Macaxeiral - Boca do Acre,AM
226,1300706005,Lago Novo - Boca do Acre,AM
227,1300805001,Centro - Borba,AM
228,1300805002,São Sebastião - Borba,AM
229,1300805003,Ipiranga - Borba,AM
230,1300805004,Cristo Rei - Borba,AM
231,1300805005,Recreio - Borba,AM
232,1301001001,Centro - Carauari,AM
233,1301001002,Fátima - Carauari,AM
234,1301001003,Samuel Amaral - Carauari,AM
235,1301001004,Nova República - Carauari,AM
236,1301100001,Urbano Centro - Careiro,AM
237,1301100002,Urbano Vista Alegre - Careiro,AM
238,1301100003,Urbano Horizonte - Careiro,AM
239,1301100004,Urbano Industrial - Careiro,AM
240,1301100005,Urbano Sebastião Borges - Careiro,AM
241,1301209001,Do Pera - Coari,AM
242,1301209002,Chagas Aguiar - Coari,AM
243,1301209003,Santa Helena - Coari,AM
244,1301209004,Duque de Caxias - Coari,AM
245,1301209005,Itamarati - Coari,AM
246,1301209006,Santa Efigênia - Coari,AM
247,1301209007,União - Coari,AM
248,1301209008,Urucu - Coari,AM
249,1301209009,Espírito Santo - Coari,AM
250,1301209010,Tauá Mirim - Coari,AM
251,1301209011,Centro - Coari,AM
252,1301407001,Centro - Eirunepé,AM
253,1301407002,Nossa Senhora do Perpétuo Socorro - Eirunepé,AM
254,1301407003,Santo Antônio - Eirunepé,AM
255,1301407004,Nossa Senhora Aparecida - Eirunepé,AM
256,1301407005,Nossa Senhora de Fátima - Eirunepé,AM
257,1301407006,São José - Eirunepé,AM
258,1301704001,São Domingos Sávio - Humaitá,AM
259,1301704002,Nova Humaitá - Humaitá,AM
260,1301704003,São Pedro - Humaitá,AM
261,1301704004,São Sebastião - Humaitá,AM
262,1301704005,São Francisco - Humaitá,AM
263,1301704006,Santo Antônio - Humaitá,AM
264,1301704007,Novo Centenário - Humaitá,AM
265,1301704008,São José - Humaitá,AM
266,1301704009,Centro - Humaitá,AM
267,1301704010,São Cristóvão - Humaitá,AM
268,1301704011,Nossa Senhora do Carmo - Humaitá,AM
269,1301704012,Divino Pranto - Humaitá,AM
270,1301704013,Nova Esperança - Humaitá,AM
271,1301902001,Centro - Itacoatiara,AM
272,1301902002,Colônia - Itacoatiara,AM
273,1301902003,Jauary - Itacoatiara,AM
274,1301902004,Prainha - Itacoatiara,AM
275,1301902005,Pedreiras - Itacoatiara,AM
276,1301902006,Do Iracy - Itacoatiara,AM
277,1301902007,Santa Luzia - Itacoatiara,AM
278,1301902008,São Jorge - Itacoatiara,AM
279,1301902009,Santo Antônio - Itacoatiara,AM
280,1301902010,Araújo Costa - Itacoatiara,AM
281,1301902011,São Cristóvão - Itacoatiara,AM
282,1301902012,São Francisco - Itacoatiara,AM
283,1301902013,Tiradentes - Itacoatiara,AM
284,1301902015,Florestal - Itacoatiara,AM
285,1301902016,da Paz - Itacoatiara,AM
286,1301902017,Eduardo Braga I - Itacoatiara,AM
287,1301902018,Eduardo Braga II - Itacoatiara,AM
288,1301902019,Mamoud Amed - Itacoatiara,AM
289,1301902020,Jauary II - Itacoatiara,AM
290,1301902021,Jardim Adriana - Itacoatiara,AM
291,1301902022,Mutirão - Itacoatiara,AM
292,1301902023,Nogueira Junior - Itacoatiara,AM
293,1301902024,Jardim Lorena - Itacoatiara,AM
294,1301902025,Centenário - Itacoatiara,AM
295,1302405001,Bairro da Fonte - Lábrea,AM
296,1302405002,Centro - Lábrea,AM
297,1302405003,São José - Lábrea,AM
298,1302405004,Barra Limpa - Lábrea,AM
299,1302405005,Nossa Senhora de Fátima - Lábrea,AM
300,1302405006,Vila Falcão - Lábrea,AM
301,1302405007,Pantanal - Lábrea,AM
302,1302405008,Bairro Novo - Lábrea,AM
303,1302504001,Centro - Manacapuru,AM
304,1302504002,Aparecida - Manacapuru,AM
305,1302504003,Biribiri - Manacapuru,AM
306,1302504004,Liberdade - Manacapuru,AM
307,1302504005,Morada do Sol - Manacapuru,AM
308,1302504006,São Francisco - Manacapuru,AM
309,1302504007,São José - Manacapuru,AM
310,1302504008,Terra Preta - Manacapuru,AM
311,1302504009,União - Manacapuru,AM
312,1302504010,Correnteza - Manacapuru,AM
313,1302504011,Nova Manacá - Manacapuru,AM
314,1302603001,Centro - Manaus,AM
315,1302603002,Nossa Senhora Aparecida - Manaus,AM
316,1302603003,Presidente Vargas - Manaus,AM
317,1302603004,Praça 14 de Janeiro - Manaus,AM
318,1302603005,Cachoeirinha - Manaus,AM
319,1302603006,São Raimundo - Manaus,AM
320,1302603007,Glória - Manaus,AM
321,1302603008,Santo Antônio - Manaus,AM
322,1302603009,Vila da Prata - Manaus,AM
323,1302603010,Compensa - Manaus,AM
324,1302603011,São Jorge - Manaus,AM
325,1302603012,Santo Agostinho - Manaus,AM
326,1302603013,Nova Esperança - Manaus,AM
327,1302603014,Lírio do Vale - Manaus,AM
328,1302603015,Planalto - Manaus,AM
329,1302603016,Alvorada - Manaus,AM
330,1302603017,Redenção - Manaus,AM
331,1302603018,Da Paz - Manaus,AM
332,1302603019,Raiz - Manaus,AM
333,1302603020,São Francisco - Manaus,AM
334,1302603021,Petrópolis - Manaus,AM
335,1302603022,Japiim - Manaus,AM
336,1302603023,Coroado - Manaus,AM
337,1302603024,Educandos - Manaus,AM
338,1302603025,Santa Luzia - Manaus,AM
339,1302603026,Morro da Liberdade - Manaus,AM
340,1302603027,Betânia - Manaus,AM
341,1302603028,Colônia Oliveira Machado - Manaus,AM
342,1302603029,São Lázaro - Manaus,AM
343,1302603030,Crespo - Manaus,AM
344,1302603031,Vila Buriti - Manaus,AM
345,1302603032,Distrito Industrial I - Manaus,AM
346,1302603033,Mauazinho - Manaus,AM
347,1302603034,Colônia Antônio Aleixo - Manaus,AM
348,1302603035,Puraquequara - Manaus,AM
349,1302603036,Dom Pedro I - Manaus,AM
350,1302603037,Flores - Manaus,AM
351,1302603038,Parque 10 de Novembro - Manaus,AM
352,1302603039,Aleixo - Manaus,AM
353,1302603040,Adrianópolis - Manaus,AM
354,1302603041,Nossa Senhora das Graças - Manaus,AM
355,1302603042,São Geraldo - Manaus,AM
356,1302603043,Chapada - Manaus,AM
357,1302603044,Colônia Santo Antônio - Manaus,AM
358,1302603045,Novo Israel - Manaus,AM
359,1302603046,Colônia Terra Nova - Manaus,AM
360,1302603047,Santa Etelvina - Manaus,AM
361,1302603048,Monte das Oliveiras - Manaus,AM
362,1302603049,Cidade Nova - Manaus,AM
363,1302603050,Ponta Negra - Manaus,AM
364,1302603051,Tarumã - Manaus,AM
365,1302603052,Armando Mendes - Manaus,AM
366,1302603053,Zumbi dos Palmares - Manaus,AM
367,1302603054,São José Operário - Manaus,AM
368,1302603055,Tancredo Neves - Manaus,AM
369,1302603056,Jorge Teixeira - Manaus,AM
370,1302603057,Distrito Industrial II - Manaus,AM
371,1302603058,Novo Aleixo - Manaus,AM
372,1302603059,Cidade de Deus - Manaus,AM
373,1302603060,Nova Cidade - Manaus,AM
374,1302603061,Tarumã-Açu - Manaus,AM
375,1302603062,Gilberto Mestrinho - Manaus,AM
376,1302603063,Lago Azul - Manaus,AM
377,1302702001,Santa Luzia - Manicoré,AM
378,1302702002,Dom Bosco - Manicoré,AM
379,1302702003,Rocinha - Manicoré,AM
380,1302702004,Manicorezinho - Manicoré,AM
381,1302702005,Auxiliadora - Manicoré,AM
382,1302702006,Mazzarelo - Manicoré,AM
383,1302702007,Nossa Senhora do Rosário - Manicoré,AM
384,1302702008,São Domingos Sávio - Manicoré,AM
385,1302702009,Colônia da Ribeira - Manicoré,AM
386,1302702010,Centro - Manicoré,AM
387,1302702011,Ipasea - Manicoré,AM
388,1302900001,Mário Fonseca - Maués,AM
389,1302900002,Centro - Maués,AM
390,1302900003,Ramalho Júnior - Maués,AM
391,1302900004,Maresia - Maués,AM
392,1302900005,Santa Luzia - Maués,AM
393,1302900006,Santa Tereza - Maués,AM
394,1302900007,Do eden - Maués,AM
395,1302900008,Donga Michiles - Maués,AM
396,1302900009,Novo Bairro - Maués,AM
397,1303106001,Vale do Sol - Nova Olinda do Norte,AM
398,1303106002,Santa Maria - Nova Olinda do Norte,AM
399,1303106003,Chicolândia - Nova Olinda do Norte,AM
400,1303106004,Santa Luzia - Nova Olinda do Norte,AM
401,1303106005,Nossa Senhora de Fátima - Nova Olinda do Norte,AM
402,1303106006,Aerolândia - Nova Olinda do Norte,AM
403,1303106007,Centro - Nova Olinda do Norte,AM
404,1303304001,Centro - Novo Aripuanã,AM
405,1303304002,Dos Trabalhadores - Novo Aripuanã,AM
406,1303304003,Tv - Novo Aripuanã,AM
407,1303304004,Japiim - Novo Aripuanã,AM
408,1303304005,Nossa Senhora da Conceição - Novo Aripuanã,AM
409,1303403001,Centro - Parintins,AM
410,1303403002,Francesa - Parintins,AM
411,1303403003,Santa Clara - Parintins,AM
412,1303403004,Raimundo Muniz - Parintins,AM
413,1303403005,Santa Rita - Parintins,AM
414,1303403006,Palmares - Parintins,AM
415,1303403007,Nossa Senhora de Nazaré - Parintins,AM
416,1303403008,São Vicente de Paula - Parintins,AM
417,1303403009,Emílio Moreira - Parintins,AM
418,1303403010,Vitória Régia - Parintins,AM
419,1303403011,São Benedito - Parintins,AM
420,1303403012,São José - Parintins,AM
421,1303403013,João Novo - Parintins,AM
422,1303403014,Dejard Vieira - Parintins,AM
423,1303403015,Distrito Industrial - Parintins,AM
424,1303403016,Itaúna I - Parintins,AM
425,1303403017,Jacareacanga - Parintins,AM
426,1303403018,Paulo Corrêa - Parintins,AM
427,1303403019,Itaúna II - Parintins,AM
428,1303403020,Castanheira - Parintins,AM
429,1303536001,Centro - Presidente Figueiredo,AM
430,1303536002,Honório Roldão - Presidente Figueiredo,AM
431,1303536003,Tancredo Neves - Presidente Figueiredo,AM
432,1303536004,Urubuí - Presidente Figueiredo,AM
433,1303536005,José Dutra - Presidente Figueiredo,AM
434,1303536006,Morada do Sol - Presidente Figueiredo,AM
435,1303536007,Sol Nascente - Presidente Figueiredo,AM
436,1303536008,Aida Mendonça - Presidente Figueiredo,AM
437,1303536009,Orquídeas - Presidente Figueiredo,AM
438,1303536010,Galo da Serra - Presidente Figueiredo,AM
439,1303536011,Maruaga - Presidente Figueiredo,AM
440,1303536012,Waimiri - Presidente Figueiredo,AM
441,1303536013,Atroari - Presidente Figueiredo,AM
442,1303700001,Centro - Santo Antônio do Içá,AM
443,1303700002,Franco - Santo Antônio do Içá,AM
444,1303700003,Independência - Santo Antônio do Içá,AM
445,1303700004,Presidente Vargas - Santo Antônio do Içá,AM
446,1303700005,Pataquira - Santo Antônio do Içá,AM
447,1303700006,Taboca - Santo Antônio do Içá,AM
448,1303700007,São Francisco - Santo Antônio do Içá,AM
449,1303700008,Alvaro Maia - Santo Antônio do Içá,AM
450,1303700009,Planalto - Santo Antônio do Içá,AM
451,1303700010,Santa Etelvina - Santo Antônio do Içá,AM
452,1303700011,Campina - Santo Antônio do Içá,AM
453,1303700012,Tarauacá - Santo Antônio do Içá,AM
454,1303908001,Centro - São Paulo de Olivença,AM
455,1303908002,Santa Terezinha - São Paulo de Olivença,AM
456,1303908003,Benjamin Constant - São Paulo de Olivença,AM
457,1303908004,de Campinas - São Paulo de Olivença,AM
458,1303908005,Nosso Senhor do Bonfin - São Paulo de Olivença,AM
459,1303908006,São João - São Paulo de Olivença,AM
460,1303908007,Colônia São Sebastião - São Paulo de Olivença,AM
461,1303908008,José Carlos Mestrinho - São Paulo de Olivença,AM
462,1303908009,União - São Paulo de Olivença,AM
463,1304005001,Centro - Silves,AM
464,1304005002,Macajatuba - Silves,AM
465,1304005003,Castanheira - Silves,AM
466,1304005004,Panorama - Silves,AM
467,1304005005,Governador Plinio Coelho - Silves,AM
468,1304005006,Vila Costa - Silves,AM
469,1304401001,Centro - Urucurituba,AM
470,1304401002,Aparecida - Urucurituba,AM
471,1304401003,Livramento - Urucurituba,AM
472,1304401004,Pedreiras - Urucurituba,AM
473,1304401005,Liberdade - Urucurituba,AM
474,1304401006,São Lázaro - Urucurituba,AM
475,1304401007,Tabocal - Urucurituba,AM
476,1400100001,Centro - Boa Vista,RR
477,1400100002,Calunga - Boa Vista,RR
478,1400100003,São Vicente - Boa Vista,RR
479,1400100004,Mecejana - Boa Vista,RR
480,1400100005,São Francisco - Boa Vista,RR
481,1400100006,Trinta e um de Março - Boa Vista,RR
482,1400100007,Aparecida - Boa Vista,RR
483,1400100008,Canarinho - Boa Vista,RR
484,1400100009,São Pedro - Boa Vista,RR
485,1400100010,Treze de Setembro - Boa Vista,RR
486,1400100011,Pricumã - Boa Vista,RR
487,1400100012,Liberdade - Boa Vista,RR
488,1400100013,Jardim Floresta - Boa Vista,RR
489,1400100014,Aeroporto - Boa Vista,RR
490,1400100015,Dos Estados - Boa Vista,RR
491,1400100016,Paraviana - Boa Vista,RR
492,1400100017,Caçari - Boa Vista,RR
493,1400100018,Buritis - Boa Vista,RR
494,1400100019,Marechal Rondon - Boa Vista,RR
495,1400100020,Asa Branca - Boa Vista,RR
496,1400100021,Cambará - Boa Vista,RR
497,1400100022,Tancredo Neves - Boa Vista,RR
498,1400100023,Caimbé - Boa Vista,RR
499,1400100024,Caranã - Boa Vista,RR
500,1400100025,Centenário - Boa Vista,RR
501,1400100026,Governador Aquilino Mota Duarte - Boa Vista,RR
502,1400100027,Operário - Boa Vista,RR
503,1400100028,Jardim Tropical - Boa Vista,RR
504,1400100029,Nova Canaã - Boa Vista,RR
505,1400100030,Jardim Equatorial - Boa Vista,RR
506,1400100031,Cauamé - Boa Vista,RR
507,1400100032,Alvorada - Boa Vista,RR
508,1400100033,Professora Araceli Souto Maior - Boa Vista,RR
509,1400100034,Bela Vista - Boa Vista,RR
510,1400100035,Cinturão Verde - Boa Vista,RR
511,1400100036,Dr. Silvio Leite - Boa Vista,RR
512,1400100037,Jardim Primavera - Boa Vista,RR
513,1400100038,Jóquei Clube - Boa Vista,RR
514,1400100039,Nova Cidade - Boa Vista,RR
515,1400100040,Pintolândia - Boa Vista,RR
516,1400100041,Dr. Silvio Botelho - Boa Vista,RR
517,1400100042,Santa Luzia - Boa Vista,RR
518,1400100043,Senador Hélio Campos - Boa Vista,RR
519,1400100044,Piscicultura - Boa Vista,RR
520,1400100045,Raiar do Sol - Boa Vista,RR
521,1400100046,Santa Tereza - Boa Vista,RR
522,1400100047,União - Boa Vista,RR
523,1400100048,Jardim Caranã - Boa Vista,RR
524,1400100049,Cidade Satélite - Boa Vista,RR
525,1400100050,Olímpico - Boa Vista,RR
526,1400100051,Doutor Airton Rocha - Boa Vista,RR
527,1400100052,Laura Moreira - Boa Vista,RR
528,1400100053,Murilo Teixeira Cidade - Boa Vista,RR
529,1400100054,5 de Outubro - Boa Vista,RR
530,1400100055,São Bento - Boa Vista,RR
531,1500107001,Centro - Abaetetuba,PA
532,1500107002,São José - Abaetetuba,PA
533,1500107003,São Lourenço - Abaetetuba,PA
534,1500107004,Aviação - Abaetetuba,PA
535,1500107005,Santa Rosa - Abaetetuba,PA
536,1500107006,Algodoal - Abaetetuba,PA
537,1500107007,São João - Abaetetuba,PA
538,1500107008,Francilândia - Abaetetuba,PA
539,1500107009,Cristo Redentor - Abaetetuba,PA
540,1500107010,São Sebastião - Abaetetuba,PA
541,1500107011,São Domingos da Angélica - Abaetetuba,PA
542,1500107012,Mutirão - Abaetetuba,PA
543,1500107013,Castanhal - Abaetetuba,PA
544,1500107014,Santa Clara - Abaetetuba,PA
545,1500305001,Capim Marinho - Afuá,PA
546,1500602001,Centro - Altamira,PA
547,1500602002,Esplanada do Xingu - Altamira,PA
548,1500602003,Jardim Uirapuru - Altamira,PA
549,1500602004,Jardim Independente II - Altamira,PA
550,1500602005,Brasília - Altamira,PA
551,1500602006,Liberdade - Altamira,PA
552,1500602007,Boa Esperança - Altamira,PA
553,1500602008,Colinas - Altamira,PA
554,1500602009,Sudam I - Altamira,PA
555,1500602010,Premem - Altamira,PA
556,1500602011,Sudam II - Altamira,PA
557,1500602012,Jardim Independente I - Altamira,PA
558,1500602013,Ibiza - Altamira,PA
559,1500602014,Bela Vista - Altamira,PA
560,1500602015,Multirão - Altamira,PA
561,1500602016,Jardim Altamira - Altamira,PA
562,1500602017,Aparecida - Altamira,PA
563,1500602018,Alberto Soares - Altamira,PA
